Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
47,50,RL,48.0,12822,PAVE,,IR1,LVL,ALLPUB,CULDSAC,GTL,MITCHEL,NORM,NORM,1FAM,1.5FIN,7,5,2003-01-01,2003-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,,0.0,GD,TA,PCONC,EX,TA,NO,GLQ,1351,UNF,0,83,1434,GASA,EX,Y,SBRKR,1518,631,0,2149,1,0,1,1,1,1,GD,6,TYP,1,EX,ATTCHD,2003.0,RFN,2,670,TA,TA,Y,168,43,0,0,198,0,,,,0,8,2009-01-01,WD,ABNORML,239686
48,20,FV,84.0,11096,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,SOMERST,NORM,NORM,1FAM,1STORY,8,5,2006-01-01,2006-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,,0.0,GD,TA,PCONC,GD,TA,AV,GLQ,24,UNF,0,1632,1656,GASA,EX,Y,SBRKR,1656,0,0,1656,0,0,2,0,3,1,GD,7,TYP,0,,ATTCHD,2006.0,RFN,3,826,TA,TA,Y,0,146,0,0,0,0,,,,0,7,2007-01-01,WD,NORMAL,249700
49,190,RM,33.0,4456,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,OLDTOWN,NORM,NORM,2FMCON,2STORY,4,5,1920-01-01,2008-01-01,GABLE,COMPSHG,METALSD,METALSD,,0.0,TA,TA,BRKTIL,TA,TA,NO,UNF,0,UNF,0,736,736,GASA,GD,Y,SBRKR,736,716,0,1452,0,0,2,0,2,3,TA,8,TYP,0,,,,,0,0,,,N,0,0,102,0,0,0,,,,0,6,2009-01-01,NEW,PARTIAL,113000
50,20,RL,66.0,7742,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,SAWYER,NORM,NORM,1FAM,1STORY,5,7,1966-01-01,1966-01-01,GABLE,COMPSHG,HDBOARD,HDBOARD,,0.0,TA,TA,CBLOCK,TA,TA,NO,BLQ,763,UNF,0,192,955,GASA,EX,Y,SBRKR,955,0,0,955,1,0,1,0,3,1,TA,6,TYP,0,,ATTCHD,1966.0,UNF,1,386,TA,TA,Y,0,0,0,0,0,0,,MNPRV,,0,1,2007-01-01,WD,NORMAL,127000
51,60,RL,,13869,PAVE,,IR2,LVL,ALLPUB,CORNER,GTL,GILBERT,NORM,NORM,1FAM,2STORY,6,6,1997-01-01,1997-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,,0.0,TA,TA,PCONC,GD,TA,AV,GLQ,182,UNF,0,612,794,GASA,GD,Y,SBRKR,794,676,0,1470,0,1,2,0,3,1,TA,6,TYP,0,,ATTCHD,1997.0,FIN,2,388,TA,TA,Y,0,75,0,0,0,0,,,,0,7,2007-01-01,WD,NORMAL,177000
52,50,RM,52.0,6240,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,BRKSIDE,NORM,NORM,1FAM,1.5FIN,6,6,1934-01-01,1950-01-01,GABLE,COMPSHG,WD SDNG,WD SDNG,,0.0,TA,TA,PCONC,TA,TA,NO,UNF,0,UNF,0,816,816,GASA,TA,Y,SBRKR,816,0,360,1176,0,0,1,0,3,1,TA,6,TYP,1,GD,DETCHD,1985.0,UNF,2,528,TA,TA,Y,112,0,0,0,0,0,,MNPRV,SHED,400,9,2006-01-01,WD,NORMAL,114500
53,90,RM,110.0,8472,GRVL,,IR2,BNK,ALLPUB,CORNER,MOD,IDOTRR,RRNN,NORM,DUPLEX,1STORY,5,5,1963-01-01,1963-01-01,GABLE,COMPSHG,WD SDNG,WD SDNG,,0.0,FA,TA,CBLOCK,GD,TA,GD,LWQ,104,GLQ,712,0,816,GASA,TA,N,SBRKR,816,0,0,816,1,0,1,0,2,1,TA,5,TYP,0,,CARPORT,1963.0,UNF,2,516,TA,TA,Y,106,0,0,0,0,0,,,,0,5,2010-01-01,WD,NORMAL,110000
54,20,RL,68.0,50271,PAVE,,IR1,LOW,ALLPUB,INSIDE,GTL,VEENKER,NORM,NORM,1FAM,1STORY,9,5,1981-01-01,1987-01-01,GABLE,WDSHNGL,WDSHING,WD SHNG,,0.0,GD,TA,CBLOCK,EX,TA,GD,GLQ,1810,UNF,0,32,1842,GASA,GD,Y,SBRKR,1842,0,0,1842,2,0,0,1,0,1,GD,5,TYP,1,GD,ATTCHD,1981.0,FIN,3,894,TA,TA,Y,857,72,0,0,0,0,,,,0,11,2006-01-01,WD,NORMAL,385000
55,80,RL,60.0,7134,PAVE,,REG,BNK,ALLPUB,INSIDE,MOD,NAMES,NORM,NORM,1FAM,SLVL,5,5,1955-01-01,1955-01-01,GABLE,COMPSHG,METALSD,METALSD,,0.0,TA,TA,CBLOCK,TA,TA,NO,ALQ,384,UNF,0,0,384,GASA,TA,Y,SBRKR,1360,0,0,1360,0,0,1,0,3,1,TA,6,MIN1,1,TA,DETCHD,1962.0,UNF,2,572,TA,TA,Y,0,50,0,0,0,0,,MNPRV,,0,2,2007-01-01,WD,NORMAL,130000
56,20,RL,100.0,10175,PAVE,,IR1,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,1STORY,6,5,1964-01-01,1964-01-01,GABLE,COMPSHG,HDBOARD,PLYWOOD,BRKFACE,272.0,TA,TA,CBLOCK,TA,TA,NO,BLQ,490,UNF,0,935,1425,GASA,GD,Y,SBRKR,1425,0,0,1425,0,0,2,0,3,1,TA,7,TYP,1,GD,ATTCHD,1964.0,RFN,2,576,TA,TA,Y,0,0,0,407,0,0,,,,0,7,2008-01-01,WD,NORMAL,180500
57,160,FV,24.0,2645,PAVE,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,SOMERST,NORM,NORM,TWNHS,2STORY,8,5,1999-01-01,2000-01-01,GABLE,COMPSHG,METALSD,METALSD,BRKFACE,456.0,GD,TA,PCONC,GD,TA,NO,GLQ,649,UNF,0,321,970,GASA,EX,Y,SBRKR,983,756,0,1739,1,0,2,1,3,1,GD,7,TYP,0,,ATTCHD,1999.0,FIN,2,480,TA,TA,Y,115,0,0,0,0,0,,,,0,8,2009-01-01,WD,ABNORML,172500
58,60,RL,89.0,11645,PAVE,,IR1,LVL,ALLPUB,CORNER,GTL,COLLGCR,NORM,NORM,1FAM,2STORY,7,5,2004-01-01,2004-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,,0.0,GD,TA,PCONC,GD,TA,NO,UNF,0,UNF,0,860,860,GASA,EX,Y,SBRKR,860,860,0,1720,0,0,2,1,3,1,GD,7,TYP,0,,ATTCHD,2004.0,RFN,2,565,TA,TA,Y,0,70,0,0,0,0,,,,0,8,2006-01-01,WD,NORMAL,196500
59,60,RL,66.0,13682,PAVE,,IR2,HLS,ALLPUB,CULDSAC,GTL,STONEBR,NORM,NORM,1FAM,2STORY,10,5,2006-01-01,2006-01-01,HIP,COMPSHG,VINYLSD,VINYLSD,BRKFACE,1031.0,EX,TA,PCONC,EX,TA,GD,UNF,0,UNF,0,1410,1410,GASA,EX,Y,SBRKR,1426,1519,0,2945,0,0,3,1,3,1,GD,10,TYP,1,GD,BUILTIN,2006.0,FIN,3,641,TA,TA,Y,192,0,37,0,0,0,,,,0,10,2006-01-01,NEW,PARTIAL,438780
60,20,RL,60.0,7200,PAVE,,REG,BNK,ALLPUB,INSIDE,GTL,COLLGCR,NORM,NORM,1FAM,1STORY,5,7,1972-01-01,1972-01-01,GABLE,COMPSHG,HDBOARD,HDBOARD,,0.0,TA,TA,CBLOCK,TA,TA,AV,ALQ,632,UNF,0,148,780,GASA,EX,Y,SBRKR,780,0,0,780,0,0,1,0,2,1,TA,4,TYP,0,,DETCHD,1973.0,UNF,1,352,TA,TA,Y,196,0,0,0,0,0,,MNPRV,,0,1,2008-01-01,WD,NORMAL,124900
61,20,RL,63.0,13072,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,SAWYERW,RRAE,NORM,1FAM,1STORY,6,5,2004-01-01,2004-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,,0.0,TA,TA,PCONC,GD,TA,NO,ALQ,941,UNF,0,217,1158,GASA,EX,Y,SBRKR,1158,0,0,1158,1,0,1,1,3,1,GD,5,TYP,0,,DETCHD,2006.0,UNF,2,576,TA,TA,Y,0,50,0,0,0,0,,,,0,5,2006-01-01,NEW,PARTIAL,158000
62,75,RM,60.0,7200,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,IDOTRR,NORM,NORM,1FAM,2.5UNF,5,7,1920-01-01,1996-01-01,GABLE,COMPSHG,METALSD,METALSD,,0.0,TA,TA,BRKTIL,TA,FA,NO,UNF,0,UNF,0,530,530,GASA,TA,N,SBRKR,581,530,0,1111,0,0,1,0,3,1,FA,6,TYP,0,,DETCHD,1935.0,UNF,1,288,TA,TA,N,0,0,144,0,0,0,,,,0,3,2007-01-01,WD,NORMAL,101000
63,120,RL,44.0,6442,PAVE,,IR1,LVL,ALLPUB,INSIDE,GTL,NRIDGHT,NORM,NORM,TWNHSE,1STORY,8,5,2006-01-01,2006-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,STONE,178.0,GD,TA,PCONC,GD,GD,MN,GLQ,24,UNF,0,1346,1370,GASA,EX,Y,SBRKR,1370,0,0,1370,0,0,2,0,2,1,GD,6,TYP,1,GD,ATTCHD,2006.0,RFN,2,484,TA,TA,Y,120,49,0,0,0,0,,,,0,10,2007-01-01,WD,NORMAL,202500
64,70,RM,50.0,10300,PAVE,,IR1,BNK,ALLPUB,INSIDE,GTL,OLDTOWN,RRAN,FEEDR,1FAM,2STORY,7,6,1921-01-01,1950-01-01,GABLE,COMPSHG,STUCCO,STUCCO,,0.0,TA,TA,BRKTIL,TA,TA,NO,UNF,0,UNF,0,576,576,GASA,GD,Y,SBRKR,902,808,0,1710,0,0,2,0,3,1,TA,9,TYP,0,,DETCHD,1990.0,UNF,2,480,TA,TA,Y,12,11,64,0,0,0,,GDPRV,,0,4,2010-01-01,WD,NORMAL,140000
65,60,RL,,9375,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,COLLGCR,NORM,NORM,1FAM,2STORY,7,5,1997-01-01,1998-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,573.0,TA,TA,PCONC,GD,TA,NO,GLQ,739,UNF,0,318,1057,GASA,EX,Y,SBRKR,1057,977,0,2034,1,0,2,1,3,1,GD,8,TYP,0,,ATTCHD,1998.0,RFN,2,645,TA,TA,Y,576,36,0,0,0,0,,GDPRV,,0,2,2009-01-01,WD,NORMAL,219500
66,60,RL,76.0,9591,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,NRIDGHT,NORM,NORM,1FAM,2STORY,8,5,2004-01-01,2005-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,344.0,GD,TA,PCONC,EX,TA,AV,UNF,0,UNF,0,1143,1143,GASA,EX,Y,SBRKR,1143,1330,0,2473,0,0,2,1,4,1,GD,9,TYP,1,GD,BUILTIN,2004.0,RFN,3,852,TA,TA,Y,192,151,0,0,0,0,,,,0,10,2007-01-01,WD,NORMAL,317000
67,20,RL,,19900,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,NAMES,POSA,NORM,1FAM,1STORY,7,5,1970-01-01,1989-01-01,GABLE,COMPSHG,PLYWOOD,PLYWOOD,BRKFACE,287.0,TA,TA,CBLOCK,GD,TA,GD,GLQ,912,UNF,0,1035,1947,GASA,TA,Y,SBRKR,2207,0,0,2207,1,0,2,0,3,1,TA,7,MIN1,1,GD,ATTCHD,1970.0,RFN,2,576,TA,TA,Y,301,0,0,0,0,0,,,,0,7,2010-01-01,WD,NORMAL,180000
68,20,RL,72.0,10665,PAVE,,IR1,LVL,ALLPUB,INSIDE,GTL,COLLGCR,NORM,NORM,1FAM,1STORY,7,5,2003-01-01,2003-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,167.0,GD,TA,PCONC,GD,TA,AV,GLQ,1013,UNF,0,440,1453,GASA,EX,Y,SBRKR,1479,0,0,1479,1,0,2,0,3,1,GD,7,TYP,0,,ATTCHD,2003.0,RFN,2,558,TA,TA,Y,144,29,0,0,0,0,,,,0,6,2007-01-01,WD,NORMAL,226000
69,30,RM,47.0,4608,PAVE,,REG,LVL,ALLPUB,CORNER,GTL,OLDTOWN,ARTERY,NORM,1FAM,1STORY,4,6,1945-01-01,1950-01-01,GABLE,COMPSHG,METALSD,METALSD,,0.0,TA,GD,CBLOCK,TA,TA,NO,UNF,0,UNF,0,747,747,GASA,TA,Y,SBRKR,747,0,0,747,0,0,1,0,2,1,TA,4,TYP,0,,ATTCHD,1945.0,UNF,1,220,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2010-01-01,WD,NORMAL,80000
70,50,RL,81.0,15593,PAVE,,REG,LVL,ALLPUB,CORNER,GTL,CLEARCR,NORM,NORM,1FAM,1.5FIN,7,4,1953-01-01,1953-01-01,GABLE,COMPSHG,BRKFACE,ASBSHNG,,0.0,GD,TA,CBLOCK,TA,TA,NO,BLQ,603,UNF,0,701,1304,GASW,TA,Y,SBRKR,1304,983,0,2287,0,0,2,0,3,1,TA,7,TYP,1,TA,ATTCHD,1953.0,FIN,2,667,TA,TA,Y,0,21,114,0,0,0,,,,0,7,2006-01-01,WD,NORMAL,225000
71,20,RL,95.0,13651,PAVE,,IR1,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,1STORY,7,6,1973-01-01,1973-01-01,GABLE,COMPSHG,PLYWOOD,PLYWOOD,BRKFACE,1115.0,TA,GD,CBLOCK,GD,TA,GD,ALQ,1880,UNF,0,343,2223,GASA,EX,Y,SBRKR,2223,0,0,2223,1,0,2,0,3,1,TA,8,TYP,2,GD,ATTCHD,1973.0,FIN,2,516,TA,TA,Y,300,0,0,0,0,0,,,,0,2,2007-01-01,WD,NORMAL,244000
72,20,RL,69.0,7599,PAVE,,REG,LVL,ALLPUB,CORNER,GTL,MITCHEL,NORM,NORM,1FAM,1STORY,4,6,1982-01-01,2006-01-01,GABLE,COMPSHG,HDBOARD,PLYWOOD,,0.0,TA,TA,CBLOCK,TA,TA,NO,ALQ,565,UNF,0,280,845,GASA,TA,Y,SBRKR,845,0,0,845,1,0,1,0,2,1,TA,4,TYP,0,,DETCHD,1987.0,UNF,2,360,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2007-01-01,WD,NORMAL,129500
73,60,RL,74.0,10141,PAVE,,IR1,LVL,ALLPUB,CORNER,GTL,GILBERT,NORM,NORM,1FAM,2STORY,7,5,1998-01-01,1998-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,40.0,TA,TA,PCONC,GD,TA,NO,UNF,0,UNF,0,832,832,GASA,GD,Y,SBRKR,885,833,0,1718,0,0,2,1,3,1,TA,7,TYP,1,TA,ATTCHD,1998.0,FIN,2,427,TA,TA,Y,0,94,0,0,291,0,,,,0,12,2009-01-01,WD,NORMAL,185000
74,20,RL,85.0,10200,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,1STORY,5,7,1954-01-01,2003-01-01,GABLE,COMPSHG,WD SDNG,WD SDNG,BRKFACE,104.0,TA,TA,CBLOCK,TA,TA,NO,ALQ,320,BLQ,362,404,1086,GASA,GD,Y,SBRKR,1086,0,0,1086,1,0,1,0,3,1,TA,6,TYP,0,,ATTCHD,1989.0,UNF,2,490,TA,TA,Y,0,0,0,0,0,0,,GDWO,,0,5,2010-01-01,WD,NORMAL,144900
75,50,RM,60.0,5790,PAVE,,REG,LVL,ALLPUB,CORNER,GTL,OLDTOWN,NORM,NORM,1FAM,2STORY,3,6,1915-01-01,1950-01-01,GAMBREL,COMPSHG,VINYLSD,VINYLSD,,0.0,GD,GD,CBLOCK,FA,TA,NO,UNF,0,UNF,0,840,840,GASA,GD,N,SBRKR,840,765,0,1605,0,0,2,0,3,2,TA,8,TYP,0,,DETCHD,1915.0,UNF,1,379,TA,TA,Y,0,0,202,0,0,0,,,,0,5,2010-01-01,WD,NORMAL,107400
76,180,RM,21.0,1596,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,MEADOWV,NORM,NORM,TWNHS,SLVL,4,5,1973-01-01,1973-01-01,GABLE,COMPSHG,CEMNTBD,CMENTBD,,0.0,TA,TA,CBLOCK,GD,TA,GD,GLQ,462,UNF,0,0,462,GASA,TA,Y,SBRKR,526,462,0,988,1,0,1,0,2,1,TA,5,TYP,0,,BUILTIN,1973.0,UNF,1,297,TA,TA,Y,120,101,0,0,0,0,,GDWO,,0,11,2009-01-01,WD,NORMAL,91000
77,20,RL,,8475,PAVE,,IR1,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,1STORY,4,7,1956-01-01,1956-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,,0.0,TA,TA,CBLOCK,TA,TA,NO,ALQ,228,UNF,0,724,952,GASA,EX,Y,FUSEA,952,0,0,952,0,0,1,0,2,1,TA,4,TYP,0,,DETCHD,1956.0,UNF,1,283,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2008-01-01,WD,NORMAL,135750
78,50,RM,50.0,8635,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,BRKSIDE,NORM,NORM,1FAM,1.5FIN,5,5,1948-01-01,2001-01-01,GABLE,COMPSHG,WD SDNG,WD SDNG,,0.0,TA,TA,CBLOCK,TA,TA,NO,BLQ,336,GLQ,41,295,672,GASA,TA,Y,SBRKR,1072,213,0,1285,1,0,1,0,2,1,TA,6,MIN1,0,,DETCHD,1948.0,UNF,1,240,TA,TA,Y,0,0,0,0,0,0,,MNPRV,,0,1,2008-01-01,WD,NORMAL,127000
79,90,RL,72.0,10778,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,SAWYER,NORM,NORM,DUPLEX,1STORY,4,5,1968-01-01,1968-01-01,HIP,COMPSHG,HDBOARD,HDBOARD,,0.0,TA,TA,CBLOCK,TA,TA,NO,UNF,0,UNF,0,1768,1768,GASA,TA,N,SBRKR,1768,0,0,1768,0,0,2,0,4,2,TA,8,TYP,0,,,,,0,0,,,Y,0,0,0,0,0,0,,,,0,4,2010-01-01,WD,NORMAL,136500
80,50,RM,60.0,10440,PAVE,GRVL,REG,LVL,ALLPUB,CORNER,GTL,OLDTOWN,NORM,NORM,1FAM,2STORY,5,6,1910-01-01,1981-01-01,GABLE,COMPSHG,WD SDNG,WD SDNG,,0.0,TA,TA,PCONC,TA,TA,NO,UNF,0,UNF,0,440,440,GASA,GD,Y,SBRKR,682,548,0,1230,0,0,1,1,2,1,TA,5,TYP,0,,DETCHD,1966.0,UNF,2,440,TA,TA,Y,74,0,128,0,0,0,,MNPRV,,0,5,2009-01-01,WD,NORMAL,110000
81,60,RL,100.0,13000,PAVE,,REG,LVL,ALLPUB,CORNER,GTL,NAMES,NORM,NORM,1FAM,2STORY,6,6,1968-01-01,1968-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,576.0,TA,GD,CBLOCK,GD,TA,NO,REC,448,UNF,0,448,896,GASA,TA,Y,SBRKR,1182,960,0,2142,0,0,2,1,4,1,GD,8,TYP,1,GD,ATTCHD,1968.0,FIN,1,509,TA,TA,Y,0,72,0,0,252,0,,,,0,6,2009-01-01,WD,NORMAL,193500
82,120,RM,32.0,4500,PAVE,,REG,LVL,ALLPUB,FR2,GTL,MITCHEL,NORM,NORM,TWNHSE,1STORY,6,5,1998-01-01,1998-01-01,HIP,COMPSHG,VINYLSD,VINYLSD,BRKFACE,443.0,TA,GD,PCONC,EX,GD,NO,GLQ,1201,UNF,0,36,1237,GASA,EX,Y,SBRKR,1337,0,0,1337,1,0,2,0,2,1,TA,5,TYP,0,,ATTCHD,1998.0,FIN,2,405,TA,TA,Y,0,199,0,0,0,0,,,,0,3,2006-01-01,WD,NORMAL,153500
83,20,RL,78.0,10206,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,SOMERST,NORM,NORM,1FAM,1STORY,8,5,2007-01-01,2007-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,STONE,468.0,TA,TA,PCONC,GD,TA,NO,GLQ,33,UNF,0,1530,1563,GASA,EX,Y,SBRKR,1563,0,0,1563,0,0,2,0,3,1,GD,6,TYP,1,GD,ATTCHD,2007.0,RFN,3,758,TA,TA,Y,144,99,0,0,0,0,,,,0,10,2008-01-01,WD,NORMAL,245000
84,20,RL,80.0,8892,PAVE,,IR1,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,1STORY,5,5,1960-01-01,1960-01-01,GABLE,COMPSHG,METALSD,METALSD,BRKCMN,66.0,TA,TA,CBLOCK,TA,TA,NO,UNF,0,UNF,0,1065,1065,GASA,GD,Y,SBRKR,1065,0,0,1065,0,0,1,1,3,1,TA,6,TYP,0,,DETCHD,1974.0,UNF,2,461,TA,TA,Y,74,0,0,0,0,0,,,,0,7,2007-01-01,COD,NORMAL,126500
85,80,RL,,8530,PAVE,,IR1,LVL,ALLPUB,INSIDE,GTL,GILBERT,NORM,NORM,1FAM,SLVL,7,5,1995-01-01,1996-01-01,GABLE,COMPSHG,HDBOARD,HDBOARD,BRKFACE,22.0,TA,TA,PCONC,GD,TA,NO,UNF,0,UNF,0,384,384,GASA,GD,Y,SBRKR,804,670,0,1474,0,0,2,1,3,1,TA,7,TYP,1,TA,BUILTIN,1995.0,FIN,2,400,TA,TA,Y,120,72,0,0,0,0,,,SHED,700,5,2009-01-01,WD,NORMAL,168500
86,60,RL,121.0,16059,PAVE,,REG,LVL,ALLPUB,CORNER,GTL,NORIDGE,NORM,NORM,1FAM,2STORY,8,5,1991-01-01,1992-01-01,HIP,COMPSHG,HDBOARD,HDBOARD,BRKFACE,284.0,GD,TA,CBLOCK,GD,TA,NO,UNF,0,UNF,0,1288,1288,GASA,EX,Y,SBRKR,1301,1116,0,2417,0,0,2,1,4,1,GD,9,TYP,1,TA,ATTCHD,1991.0,UNF,2,462,TA,TA,Y,127,82,0,0,0,0,,,,0,4,2006-01-01,WD,NORMAL,260000
87,60,RL,122.0,11911,PAVE,,IR2,LVL,ALLPUB,INSIDE,GTL,GILBERT,NORM,NORM,1FAM,2STORY,6,5,2005-01-01,2005-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,,0.0,GD,TA,PCONC,GD,TA,AV,UNF,0,UNF,0,684,684,GASA,EX,Y,SBRKR,684,876,0,1560,0,0,2,1,3,1,GD,6,TYP,1,GD,BUILTIN,2005.0,FIN,2,400,TA,TA,Y,100,38,0,0,0,0,,,,0,3,2009-01-01,WD,NORMAL,174000
88,160,FV,40.0,3951,PAVE,PAVE,REG,LVL,ALLPUB,CORNER,GTL,SOMERST,NORM,NORM,TWNHSE,2STORY,6,5,2009-01-01,2009-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,STONE,76.0,GD,TA,PCONC,GD,TA,AV,UNF,0,UNF,0,612,612,GASA,EX,Y,SBRKR,612,612,0,1224,0,0,2,1,2,1,GD,4,TYP,0,,DETCHD,2009.0,RFN,2,528,TA,TA,Y,0,234,0,0,0,0,,,,0,6,2009-01-01,NEW,PARTIAL,164500
89,50,C (ALL),105.0,8470,PAVE,,IR1,LVL,ALLPUB,CORNER,GTL,IDOTRR,FEEDR,FEEDR,1FAM,1.5FIN,3,2,1915-01-01,1982-01-01,HIP,COMPSHG,PLYWOOD,PLYWOOD,,0.0,FA,FA,CBLOCK,TA,FA,NO,UNF,0,UNF,0,1013,1013,GASA,TA,N,SBRKR,1013,0,513,1526,0,0,1,0,2,1,FA,6,TYP,0,,,,,0,0,,,N,0,0,156,0,0,0,,MNPRV,,0,10,2009-01-01,CONLD,ABNORML,85000
90,20,RL,60.0,8070,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,COLLGCR,NORM,NORM,1FAM,1STORY,4,5,1994-01-01,1995-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,,0.0,TA,TA,PCONC,GD,TA,NO,GLQ,588,UNF,0,402,990,GASA,EX,Y,SBRKR,990,0,0,990,1,0,1,0,3,1,TA,5,TYP,0,,,,,0,0,,,Y,0,0,0,0,0,0,,,,0,8,2007-01-01,WD,NORMAL,123600
91,20,RL,60.0,7200,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,1STORY,4,5,1950-01-01,1950-01-01,GABLE,COMPSHG,BRKFACE,WD SDNG,,0.0,TA,TA,SLAB,,,,,0,,0,0,0,GASA,TA,Y,FUSEA,1040,0,0,1040,0,0,1,0,2,1,TA,4,TYP,0,,DETCHD,1950.0,UNF,2,420,TA,TA,Y,0,29,0,0,0,0,,,,0,7,2006-01-01,WD,NORMAL,109900
92,20,RL,85.0,8500,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,1STORY,5,3,1961-01-01,1961-01-01,HIP,COMPSHG,HDBOARD,HDBOARD,BRKCMN,203.0,TA,TA,CBLOCK,TA,TA,NO,REC,600,UNF,0,635,1235,GASA,TA,Y,SBRKR,1235,0,0,1235,0,0,1,0,2,1,TA,6,TYP,0,,ATTCHD,1961.0,UNF,2,480,TA,TA,Y,0,0,0,0,0,0,,GDWO,,0,12,2006-01-01,WD,ABNORML,98600
93,30,RL,80.0,13360,PAVE,GRVL,IR1,HLS,ALLPUB,INSIDE,GTL,CRAWFOR,NORM,NORM,1FAM,1STORY,5,7,1921-01-01,2006-01-01,GABLE,COMPSHG,WD SDNG,WD SDNG,,0.0,TA,GD,BRKTIL,GD,TA,NO,ALQ,713,UNF,0,163,876,GASA,EX,Y,SBRKR,964,0,0,964,1,0,1,0,2,1,TA,5,TYP,0,,DETCHD,1921.0,UNF,2,432,TA,TA,Y,0,0,44,0,0,0,,,,0,8,2009-01-01,WD,NORMAL,163500
94,190,C (ALL),60.0,7200,PAVE,,REG,LVL,ALLPUB,CORNER,GTL,OLDTOWN,NORM,NORM,2FMCON,2.5UNF,6,6,1910-01-01,1998-01-01,HIP,COMPSHG,METALSD,METALSD,,0.0,TA,TA,BRKTIL,TA,FA,MN,REC,1046,UNF,0,168,1214,GASW,EX,N,SBRKR,1260,1031,0,2291,0,1,2,0,4,2,TA,9,TYP,1,GD,DETCHD,1900.0,UNF,2,506,TA,TA,Y,0,0,0,0,99,0,,,,0,11,2007-01-01,WD,NORMAL,133900
